All,Semua
"Items %1-%2 of %3","%1-%2 dari %3 barang"
"%1 Item","%1 barang"
Show,Menunjukkan
"Sort By","Sortir dengan"
"Set Ascending Direction","Set Arah secara Ascending"
"Set Descending Direction","Mengatur menurun arah"
"View as","Lihat sebagian"
"More Information","Informasi lebih lanjut"
"Warning message","Pesan peringatan"
"We don't recognize or support this file extension type.","Kami tidak mengenal atau mendukung jenis ekstensi berkas ini."
"Configure Product","Konfiurasi produk"
OK,Ok
"This value does not follow the specified format (for example, 200X300).","Nilai ini tidak mengikuti format yang ditentukan (misalnya, 200X300)."
"Select type of option.","Pilih jenis pilihan."
"Please add rows to option.","Tolong tambahkan baris ke pilihan."
"Choose existing category.","Pilih kategori yang ada."
"Image Detail","Detail Gambar"
Added,Ditambahkan
"does not implement Storage Interface","tidak mengimplementasikan Storage Interface"
"unselect all","batalkan semua pilihan"
Inventory,Persediaan
"Catalog Section","Bagian katalog"
Small,Kecil
Main,Utama
"Custom image","Gambar kustom"
"Product Fields Auto-Generation","Bidang Produk Auto-Generation"
"Use {{name}} as Product Name placeholder","Gunakan {{name}} sebagai placeholder nama produk"
"Use {{name}} as Product Name or {{sku}} as Product SKU placeholders","Gunakan {{name}} sebagai Nama Produk atau {{sku}} sebagai placeholder SKU Produk"
"Mask for Meta Description","Masker untuk Deskripsi Meta"
"Use {{name}} and {{description}} as Product Name and Product Description placeholders","Gunakan {{name}} dan {{description}} sebagai placeholder Produk dan Deskripsi Produk"
"Recently Viewed/Compared Products","Produk yang Baru Dilihat/Dibanding"
"Lifetime of products in Recently Viewed Widget","Seumur hidup produk di Widget yang Baru Dilihat"
"Lifetime of products in Recently Compared Widget","Seumur hidup produk di Widget Baru Dibanding"
"Synchronize widget products with backend storage","Sinkronkan produk widget dengan penyimpanan backend"
Storefront,Etalase
"List Mode","Mode daftar"
"Products per Page on Grid Allowed Values","Produk per Halaman pada Grid Allowed Values"
Comma-separated.,"Dipisahkan koma."
"Products per Page on Grid Default Value","Produk per Halaman pada Grid Default Value"
"Products per Page on List Allowed Values","Produk per Halaman pada Daftar Nilai yang Diizinkan"
"Products per Page on List Default Value","Produk per Halaman pada Daftar Nilai Default"
"Use Flat Catalog Category","Gunakan Kategori Katalog Flat"
"Use Flat Catalog Product","Gunakan Produk Katalog Flat"
"Product Listing Sort by","Daftar Produk Urutkan menurut"
"Allow All Products per Page","Izinkan Semua Produk per Halaman"
"Product Image Placeholders","Placeholder gambar produk"
"Page Title Separator","Pemisah judul halaman"
"Use Canonical Link Meta Tag For Categories","Gunakan Canonical Link Meta Tag Untuk Kategori"
"Use Canonical Link Meta Tag For Products","Gunakan Canonical Link Meta Tag Untuk Produk"
"Catalog Price Scope","Katalog Harga Lingkup"
"This defines the base currency scope (""Currency Setup"" > ""Currency Options"" > ""Base Currency"").","Ini mendefinisikan cakupan mata uang dasar (""Penyiapan Mata Uang"">""Opsi Mata Uang"">""Mata Uang Dasar"")."
"Category Top Navigation","Kategori Navigasi Atas"
"Maximal Depth","Kedalaman maksimal"
"Date & Time Custom Options","Opsi Khusus Tanggal & Waktu"
"Use JavaScript Calendar","Gunakan Kalender JavaScript"
"Date Fields Order","Bidang Tanggal Pesanan"
"Time Format","Format waktu"
"Year Range","Rentang tahun"
"Please use a four-digit year format.","Mohon gunakan format empat digit tahun."
"Top Level Category","Kategori Tingkat Atas"
"Product Info Column","Kolom Info Produk"
"Block after Info Column","Blokir setelah Kolom Info"
"Product Flat Data","Data Flat Produk"
"Reorganize EAV product structure to flat structure","Susun ulang struktur produk EAV ke struktur datar"
"Category Flat Data","Data datar Kategori"
"Reorganize EAV category structure to flat structure","Susun kembali struktur kategori EAV ke struktur datar"
"Category Products","Kategori Produk"
"Indexed category/products association","Asosiasi kategori / produk terindeks"
"Product Categories","Kategori Produk"
"Product Price","Harga produk"
"Index product prices","Indeks harga produk"
"Product EAV","Produk EAV"
"Index product EAV","Indeks produk EAV"
"Catalog New Products List","Katalog Daftar Produk Baru"
"List of Products that are set as New","Daftar Produk yang ditetapkan sebagai Baru"
"Display Type","Tipe tampilan"
"All products - recently added products, New products - products marked as new","Semua produk - produk baru ditambahkan, Produk baru - produk yang ditandai sebagai baru"
"All products","Semua produk"
"New products","Produk Baru"
"Display Page Control","Kontrol halaman tampilan"
"Number of Products per Page","Jumlah Produk per Halaman"
"Number of Products to Display","Jumlah Produk yang Akan Ditampilkan"
"New Products Grid Template","Template Grid Produk Baru"
"New Products List Template","Template Cantik Produk Baru"
"New Products Images and Names Template","Template Gambar dan Nama Produk Baru"
"New Products Names Only Template","Nama Produk Baru Hanya Template"
"New Products Images Only Template","Gambar Produk Baru Hanya Template"
"Cache Lifetime (Seconds)","Cache Lifetime (Detik)"
"Catalog Product Link","Katalog Produk"
"Link to a Specified Product","Link ke Produk Tertentu"
"Select Product...","Pilih Produk..."
"If empty, we'll use the product name here.","Jika kosong, kita akan menggunakan nama produk disini."
"Anchor Custom Title","Judul Jabatan Jangkar"
"Product Link Block Template","Template Blok Tautan Produk"
"Product Link Inline Template","Tautan Kotak Masuk Produk"
"Catalog Category Link","Katalog Kategori Link"
"Select Category...","Pilih Kategori..."
"If empty, we'll use the category name here.","Jika kosong, kita akan menggunakan nama kategori disini."
"Category Link Block Template","Kategori Tautan Blok Template"
"Category Link Inline Template","Kategori Tautan Template Inline"
"Recently Viewed Products","Produk yang baru saja dilihat"
"List of Products Recently Viewed by Visitor","Daftar Produk Baru Dilihat oleh Pengunjung"
"UI Component","Ubah Komponen"
"Number of Products to display","Jumlah Produk yang akan ditampilkan"
"Product attributes to show","Atribut produk untuk menunjukkan"
Image,Gambar
"Learn More Link","Pelajari lebih lanjut Link"
"Buttons to show","Tombol untuk menunjukkan"
"Add to Wishlist","Tambahkan ke Daftar Keinginan"
"Viewed Products Grid Template","Dilihat Produk Grid Template"
"Viewed Products List Template","Dilihat Daftar Produk Template"
"Viewed Products Sidebar Template","Dilihat Produk Sidebar Template"
"Recently Compared Products","Baru Dibanding Produk"
"List of Products Recently Compared by Visitor","Daftar Produk Baru Dibandingkan dengan Pengunjung"
"Compared Products Grid Template","Dibandingkan Produk Grid Template"
"Compared Products List Template","Bandingkan Daftar Produk Template"
Set,Atur
"Category Information","Informasi Kategori"
"Enable Category","Aktifkan kategori"
"Include in Menu","Termasuk didalam menu"
"Category Image","Kategori Gambar"
"Add CMS Block","Tambahkan CMS Blok"
"Display Settings","Pengaturan Tampilan"
"Display Mode","Mode tampilan"
Anchor,Jangkar
"Available Product Listing Sort By","Daftar Produk yang Tersedia Urutkan Berdasarkan"
"Use All","Gunakan Semua"
"Default Product Listing Sort By","Daftar Produk Default Urut"
"Layered Navigation Price Step","Langkah Harga Navigasi Layered"
"URL Key","URL Kunci"
"Meta Title","Judul Meta"
"Meta Keywords","Kata kunci Meta"
"Meta Description","Deskripsi Meta"
"Products in Category","Produk di Kategori"
Theme,Tema
Layout,"Tata letak"
"Apply Design to Products","Terapkan Desain untuk Produk"
"Schedule Design Update","Desain Update jadwal"
AttributeSetText,"Atribut SetText"
StatusText,"Status Teks"
"Product Image Watermarks","Tanda Air Gambar Produk"
Base,Mendasarkan
"Allowed file types: jpeg, gif, png.","Diperbolehkan jenis file: jpeg, gif, png."
"Image Opacity","Gambar keburaman"
"Example format: 200x300.","Contoh format: 200x300."
"Image Position","Posisi gambar"
"Attribute Properties","Atribut properti"
"Attribute Label","Lebel atribut"
"Catalog Input Type for Store Owner","Jenis Masukan Katalog untuk Pemilik Toko"
Values,Nilai-nilai
"Add this attribute to the list of column options in the product grid.","Tambahkan atribut ini ke daftar opsi kolom di kotak produk."
"Add this attribute to the list of filter options in the product grid.","Tambahkan atribut ini ke daftar opsi filter di kotak produk."
"Delete selected items?","Hapus item yang dipilih?"
"Delete items","Hapus benda"
"Change status","Ganti Status"
"Update attributes","Perbarui Atribut"
Overview,Ikhtisar
"Skip to the end of the images gallery","Lewati ke akhir galeri foto"
"Skip to the beginning of the images gallery","Lewati ke awal galeri foto"
"Recently Compared","Baru saja Dibanding"
"Add To Cart","Masukkan ke keranjang"
"Add To Compare","Tambahkan untuk membandingkan"
"Learn more","Belajarlah lagi"
"Recently Viewed","Baru saja Dilihat"
"Edit Event","Edit Acara"
"Add Event","Tambah Acara"
Events,Acara
"Add Catalog Event","Tambah Katalog Acara"
"Back to Category","Kembali Kategori"
"Edit Catalog Event","Edit Katalog Acara"
"Catalog Event Information","Informasi Katalog Acara"
Upcoming,Mendatang
Open,Buka
Closed,Tutup
"Display Countdown Ticker On","Menampilkan Countdown Ticker On"
"Category Page","Kategori Halaman"
"Product Page","Halaman Produk"
"Coming Soon","Akan Hadir"
"Sale Ends In","Penjualan Berakhir Di"
"You deleted the event.","Anda Menghapus Acara."
"New Event","Acara Baru"
"Something went wrong while saving this event.","Ada yang tidak beres saat menyimpan acara ini."
"We did not upload your image.","Kami tidak Bisa Upload Gambar Anda."
"You saved the event.","Anda Menyimpan Acara."
"%1 is required.",%1Dibutuhkan.
"Please make sure the end date follows the start date.","Pastikan tanggal akhir mengikuti tanggal mulai."
"Event for selected category","Acara Untuk Pemilihan Kategori"
"Lister Block","Blok List"
"This product is no longer on sale.","Produk Ini Tidak Dijual Lagi."
"Some of these products can no longer be sold.","Beberapa Produk Tidak Bisa Dijual Lagi."
"Select Category","Pilih Kategori"
"Preview Sale","Lihat Kembali Penjualan"
"Go To Sale","Pergi Ke Penjualan"
"View Sale","Lihat Penjualan"
Days,Hari
"Catalog Events","Katalog Acara"
"Enable Catalog Events Functionality","Aktifkan Fungsi Daftar Acara"
"Enable Catalog Event Widget on Storefront","Aktifkan Daftar widget Acara di etalase"
"Number of Events to be Displayed in Event Slider Widget","Jumlah Acara yang Akan Ditampilkan di Widget Slider Acara"
"You can override this default value in CMS using the limit=""x"" variable. Leave empty for no limitation.","Anda dapat mengganti nilai default ini di CMS dengan menggunakan variabel limit = ""x"". Biarkan kosong tanpa batasan."
"Events to Scroll per Click in Event Slider Widget","Acara untuk Scroll per Klik di Event Slider Widget"
"You can override this default value in CMS using the limit=""x"" variable.","Anda dapat mengganti nilai default ini di CMS dengan menggunakan variabel limit = ""x""."
"Catalog Events Carousel","Katalog Acara Carousel"
"List all open Catalog Events as a Paginated Carousel","Cantumkan semua acara Katalog yang Terbuka sebagai Carousel yang Diminin"
"Frame Size","Ukuran bingkai"
"Number of Items to display at once","Jumlah Item yang akan ditampilkan sekaligus"
Scroll,Gulir
"Number of Items to scroll per click","Jumlah Item untuk gulir per klik"
"Block Custom Width","Blok Lebar Kustom"
"If empty, we'll automatically set the width value in pixels.","Jika kosong, kita akan secara otomatis mengatur nilai lebar dalam piksel."
Start,Mulai
End,Akhir
"There are no product types available for export.","Tidak ada jenis produk yang tersedia untuk diekspor."
"'Entity type model must be an instance of ' .","Model tipe entitas harus berupa instance dari '."
"Wrong attribute set code ""%1"", please correct it and try again.","Kode aturan atribut salah ""%1"", silahkan perbaiki dan coba lagi."
"Category ""%1"" has not been created.","Kategori ""%1"" tidak dibuat."
"Please enter a value for title.","Harap masukan nilai untuk judul."
"This name is already being used for custom option. Please enter a different name.","Nama ini sudah digunakan untuk pilihan kostum. Harap masukkan nama yang berbeda."
"Custom options have different types.","Pilihan kostum memiliki jenis berbeda."
"Every option entity must have a parent product entity.","Setiap entitas pilihan harus memiliki entitas produk induk."
"Please correct the parameters.","Harap perbaiki parameter."
"Minimum Qty","Qty Minimum"
"Add Minimum Qty","Tambah Qty Minimum"
"Could not rebuild index for empty products array","Tidak dapat membangun kembali indeks untuk rangkaian produk kosong"
"This product is out of stock.","Produk Ini Habis Stok."
"Some of the products are out of stock.","Beberapa Produk Kehabisan Stok."
"The stock item for Product in option is not valid.","Stok Produk Dalam Pilihan Tidak Valid."
"Undefined product type","Tipe Produk Tidak Didefinisi"
"%1 is not a correct comparison method.","%1 Bukan metode Perbandingan Yang Benar."
"No Backorders","Tidak Ada batas"
"Allow Qty Below 0","Terima Qty Dibawah 0"
"Allow Qty Below 0 and Notify Customer","Terima Qty Dibawah 0 Dan Pemberitahuan Pelanggan"
"Unable to remove Stock with id ""%1""","Tidak Bisa Membatalkan Stok Dengan Id ""%1"""
"Unable to remove Stock Status for product %1","Tidak Bisa Membatalkan Status Stok Untuk Produk %1"
"Not all of your products are available in the requested quantity.","Tidak Semua Produk Anda tersedia Dalam Jumlah Yang Diminta."
"The fewest you may purchase is %1.","Yang Paling Sedikit Anda Bisa Beli Adalah %1."
